"filename", "language", "JavaScript", "comment", "blank", "total"
"/Users/hayleycloud/Downloads/Argus/src/modals/inputs/DurationInput.js", "JavaScript", 11, 0, 2, 13
"/Users/hayleycloud/Downloads/Argus/src/modals/inputs/ReasonInput.js", "JavaScript", 12, 0, 2, 14
"/Users/hayleycloud/Downloads/Argus/src/modals/inputs/TextInput.js", "JavaScript", 7, 4, 2, 13
"/Users/hayleycloud/Downloads/Argus/src/modals/rows/SimpleActionRow.js", "JavaScript", 7, 3, 2, 12
"/Users/hayleycloud/Downloads/Argus/src/purge/PurgeAgeFilter.js", "JavaScript", 7, 4, 1, 12
"/Users/hayleycloud/Downloads/Argus/src/purge/PurgeContentFilter.js", "JavaScript", 10, 7, 2, 19
"/Users/hayleycloud/Downloads/Argus/src/purge/PurgeFilter.js", "JavaScript", 5, 11, 1, 17
"/Users/hayleycloud/Downloads/Argus/src/purge/PurgeRegexFilter.js", "JavaScript", 10, 7, 2, 19
"/Users/hayleycloud/Downloads/Argus/src/purge/PurgeUserFilter.js", "JavaScript", 10, 7, 2, 19
"/Users/hayleycloud/Downloads/Argus/src/settings/ChannelSettings.js", "JavaScript", 56, 29, 15, 100
"/Users/hayleycloud/Downloads/Argus/src/settings/GuildSettings.js", "JavaScript", 224, 123, 48, 395
"/Users/hayleycloud/Downloads/Argus/src/settings/Settings.js", "JavaScript", 79, 89, 26, 194
"/Users/hayleycloud/Downloads/Argus/src/settings/TypeChecker.js", "JavaScript", 25, 28, 6, 59
"/Users/hayleycloud/Downloads/Argus/src/settings/UserSettings.js", "JavaScript", 10, 10, 5, 25
"/Users/hayleycloud/Downloads/Argus/src/util/apiLimits.js", "JavaScript", 27, 52, 21, 100
"/Users/hayleycloud/Downloads/Argus/src/util/channels.js", "JavaScript", 22, 6, 1, 29
"/Users/hayleycloud/Downloads/Argus/src/util/colors.js", "JavaScript", 28, 5, 2, 35
"/Users/hayleycloud/Downloads/Argus/src/util/format.js", "JavaScript", 33, 25, 7, 65
"/Users/hayleycloud/Downloads/Argus/src/util/fsutils.js", "JavaScript", 17, 9, 2, 28
"/Users/hayleycloud/Downloads/Argus/src/util/icons.js", "JavaScript", 14, 0, 1, 15
"/Users/hayleycloud/Downloads/Argus/src/util/interaction.js", "JavaScript", 21, 18, 2, 41
"/Users/hayleycloud/Downloads/Argus/src/util/timeutils.js", "JavaScript", 64, 19, 12, 95
"/Users/hayleycloud/Downloads/Argus/src/util/util.js", "JavaScript", 49, 38, 5, 92
"Total", "-", 10901, 3058, 1957, 15916
